ID,Burn_ID,Site,Lat,Long,drop_outli,OzCBI_full,Severity_class,Phys_veg_type
183,DON081,HKL8,-34.45752,115.87884,Yes,0,U,1
364,FRK050,LHU1,-34.678428,116.600215,No,0,U,1
370,FRK050,LJU1,-34.686626,116.577208,No,0,U,1
401,FRK050,LKU1,-34.682307,116.593424,No,0,U,1
402,FRK050,LKU5,-34.673253,116.637241,No,0,U,1
352,FRK050,LHL3,-34.692475,116.70434,No,0.65,L,1
386,FRK050,LKL7b,-34.711619,116.675653,No,1.01,L,1
149,DON079,EJL3,-34.191778,115.855167,No,1.02,L,1
355,FRK050,LHL7,-34.673136,116.625481,No,1.03,L,1
374,FRK050,LKL1,-34.627437,116.601728,No,1.04,L,1
356,FRK050,LHL9,-34.676521,116.609434,No,1.13,L,1
177,DON081,HKL10,-34.44751,115.88588,No,1.15,L,1
362,FRK050,LHM8,-34.676293,116.612471,No,1.17,L,1
383,FRK050,LKL5,-34.672989,116.638422,No,1.25,L,1
150,DON079,EJL6,-34.201611,115.845694,No,1.31,L,1
176,DON081,HKL1,-34.45994,115.90248,No,1.32,L,1
182,DON081,HKL7,-34.46358,115.88062,No,1.33,L,1
179,DON081,HKL3,-34.4733,115.89909,No,1.36,L,1
195,DON081,HKU2,-34.47013,115.88676,No,1.37,L,1
194,DON081,HKU1,-34.474,115.89974,No,1.41,L,1
196,DON081,HKU4,-34.4644,115.88189,No,1.45,L,1
148,DON079,EJL2b,-34.177722,115.84425,No,1.46,L,1
184,DON081,HKL9,-34.45181,115.88101,No,1.48,L,1
181,DON081,HKL5,-34.4706,115.8885,No,1.56,M,1
361,FRK050,LHM7,-34.672826,116.625463,No,1.57,M,1
382,FRK050,LKL2b,-34.677892,116.599438,No,1.58,M,1
351,FRK050,LHL11,-34.703036,116.655902,No,1.6,M,1
358,FRK050,LHM3,-34.692221,116.704233,No,1.61,M,1
147,DON079,EJL1,-34.197583,115.860278,No,1.64,M,1
166,DON079,EKU1b,-34.179583,115.844806,No,1.67,M,1
375,FRK050,LKL11,-34.676959,116.612295,No,1.7,M,1
376,FRK050,LKL11b,-34.677692,116.611833,No,1.7,M,1
363,FRK050,LHM9,-34.675098,116.60991,No,1.73,M,1
154,DON079,EJM2b,-34.178139,115.84925,No,1.78,M,1
180,DON081,HKL4,-34.47835,115.89314,No,1.79,M,1
151,DON079,EJL7,-34.183944,115.820556,No,1.8,M,1
157,DON079,EJM4,-34.191028,115.835611,No,1.86,M,1
159,DON079,EJM7,-34.184944,115.825722,No,1.86,M,1
385,FRK050,LKL7,-34.711472,116.670873,No,1.88,M,1
191,DON081,HKM5,-34.47026,115.89014,No,1.9,M,1
186,DON081,HKM10,-34.44671,115.88661,No,1.93,M,1
178,DON081,HKL2,-34.46772,115.90675,No,1.93,M,1
185,DON081,HKM1,-34.46069,115.90163,No,1.93,M,1
163,DON079,EKL4,-34.191583,115.843861,No,1.98,M,1
367,FRK050,LJL2,-34.67338,116.609044,No,2,M,1
357,FRK050,LHM10,-34.675027,116.608911,No,2,M,1
378,FRK050,LKL13b,-34.71222,116.655209,No,2,M,1
396,FRK050,LKM5,-34.674487,116.638696,No,2.01,M,1
393,FRK050,LKM13,-34.713329,116.655114,No,2.01,M,1
158,DON079,EJM6,-34.202222,115.845444,No,2.01,M,1
192,DON081,HKM7,-34.46487,115.88089,No,2.01,M,1
160,DON079,EKH3,-34.207417,115.846417,No,2.02,M,1
344,FRK050,LHH10,-34.67634,116.598213,No,2.03,M,1
165,DON079,EKM3,-34.206528,115.844778,No,2.08,H,1
187,DON081,HKM1b,-34.461,115.89895,No,2.08,H,1
348,FRK050,LHH7,-34.67243,116.625242,No,2.08,H,1
377,FRK050,LKL13,-34.702919,116.65533,No,2.09,H,1
384,FRK050,LKL5b,-34.67493,116.637965,No,2.11,H,1
153,DON079,EJM1b,-34.175361,115.857278,No,2.12,H,1
398,FRK050,LKM7b,-34.71355,116.674482,No,2.13,H,1
345,FRK050,LHH11,-34.711858,116.670546,No,2.13,H,1
392,FRK050,LKM11,-34.67515,116.61366,No,2.16,H,1
372,FRK050,LKH11,-34.67653,116.612689,No,2.17,H,1
397,FRK050,LKM7,-34.710033,116.66811,No,2.17,H,1
395,FRK050,LKM2,-34.677025,116.598822,No,2.19,H,1
155,DON079,EJM3,-34.191056,115.855861,No,2.21,H,1
369,FRK050,LJM2,-34.674018,116.609082,No,2.23,H,1
349,FRK050,LHH8,-34.675855,116.613194,No,2.23,H,1
365,FRK050,LJH2,-34.67378,116.609758,No,2.31,H,1
391,FRK050,LKM1,-34.680399,116.60202,No,2.33,H,1
141,DON079,EJH1b,-34.175222,115.857111,No,2.34,H,1
168,DON081,HKH10,-34.44612,115.88711,No,2.37,H,1
188,DON081,HKM2,-34.46485,115.90514,No,2.39,H,1
350,FRK050,LHH9,-34.676093,116.610252,No,2.4,H,1
152,DON079,EJM1,-34.197278,115.861389,No,2.42,H,1
167,DON081,HKH1,-34.46145,115.89837,No,2.42,H,1
193,DON081,HKM9,-34.45292,115.8799,No,2.43,H,1
170,DON081,HKH3,-34.47234,115.90013,No,2.49,H,1
171,DON081,HKH4,-34.47656,115.89511,No,2.5,H,1
175,DON081,HKH9,-34.45357,115.87927,No,2.51,H,1
346,FRK050,LHH4,-34.693079,116.704142,No,2.52,H,1
142,DON079,EJH2,-34.189,115.857583,No,2.53,H,1
146,DON079,EJH6,-34.201917,115.842944,No,2.54,H,1
169,DON081,HKH2,-34.46566,115.9051,No,2.55,VH,1
172,DON081,HKH5,-34.46949,115.89008,No,2.56,VH,1
190,DON081,HKM4,-34.47791,115.89532,No,2.56,VH,1
189,DON081,HKM3,-34.4727,115.90135,No,2.58,VH,1
144,DON079,EJH3,-34.189222,115.856833,No,2.64,VH,1
140,DON079,EJH1,-34.195083,115.858611,No,2.64,VH,1
174,DON081,HKH8,-34.45718,115.87983,No,2.65,VH,1
145,DON079,EJH4,-34.191944,115.834556,No,2.65,VH,1
173,DON081,HKH7,-34.4643,115.88351,No,2.79,VH,1
40,DON051,GExJU11,-34.15953,115.95394,Yes,0,U,2
43,DON051,GExU,-34.15665,115.93497,Yes,0,U,2
63,DON051,GJU3,-34.20241,115.91361,Yes,0,U,2
64,DON051,GJU5,-34.15241,115.8957,No,0,U,2
65,DON051,GJUa,-34.19658,115.89659,Yes,0,U,2
114,DON076,YJU1,-34.18661,116.25886,No,0,U,2
115,DON076,YJU10,-34.1802,116.29567,No,0,U,2
116,DON076,YJU3,-34.19214,116.27212,No,0,U,2
117,DON076,YJU4,-34.19874,116.28139,No,0,U,2
118,DON076,YJU5,-34.19739,116.29094,No,0,U,2
119,DON076,YJU6,-34.20795,116.29719,No,0,U,2
120,DON076,YJU8,-34.20595,116.26178,No,0,U,2
121,DON076,YJU9,-34.19145,116.23815,No,0,U,2
210,DON096,MJL2,-34.16386,116.62759,Yes,0,U,2
211,DON096,MJL3,-34.16183,116.63468,No,0,U,2
218,DON096,MJL9,-34.17378,116.64249,Yes,0,U,2
230,DON096,MJU1,-34.16202,116.63619,No,0,U,2
231,DON096,MJU2a,-34.16213,116.62924,No,0,U,2
232,DON096,MJU3,-34.15661,116.64684,No,0,U,2
233,DON096,MJU4,-34.16645,116.66064,No,0,U,2
234,DON096,MJU4a,-34.15871,116.64669,No,0,U,2
235,DON096,MJU6,-34.18279,116.65666,No,0,U,2
236,DON096,MJU7,-34.20248,116.67933,No,0,U,2
237,DON096,MJU8,-34.17374,116.6989,Yes,0,U,2
245,DON096,MWU1,-34.16596,116.6729,Yes,0,U,2
246,DON096,MWU2,-34.16619,116.68366,No,0,U,2
532,WTN006,GJU1,-33.386644,115.946731,Yes,0,U,2
548,WTN028,YEJU1,-33.19543,116.24346,Yes,0,U,2
623,WTN085,WJU10,-33.350083,115.99772,Yes,0.06,U,2
605,WTN085,WJL10,-33.350583,115.997819,Yes,0.36,U,2
353,FRK050,LHL4,-34.67284,116.696375,No,0.6,L,2
522,WTN006,GJL3,-33.386445,115.946489,No,0.72,L,2
207,DON096,MJL1a,-34.16399,116.61517,No,0.79,L,2
238,DON096,MJWL2,-34.17705,116.61628,No,0.84,L,2
84,DON051,GSL2,-34.19849,115.90492,Yes,0.85,L,2
611,WTN085,WJL4,-33.352366,115.994542,No,0.88,L,2
46,DON051,GJEx9,-34.16286,115.95251,No,0.9,L,2
240,DON096,MWL1,-34.176,116.70247,No,0.91,L,2
523,WTN006,GJL4,-33.387205,115.945919,No,0.91,L,2
389,FRK050,LKL9,-34.705556,116.635012,No,0.94,L,2
381,FRK050,LKL2,-34.679152,116.800483,No,0.98,L,2
559,WTN028,YHL8,-33.17278,116.26575,No,0.98,L,2
214,DON096,MJL5,-34.16724,116.6545,No,0.99,L,2
241,DON096,MWL4,-34.16575,116.67833,No,1,L,2
216,DON096,MJL7,-34.20194,116.67919,No,1,L,2
585,WTN028,YNJL6,-33.15331,116.22903,No,1.01,L,2
610,WTN085,WJL3,-33.352549,115.994875,No,1.02,L,2
607,WTN085,WJL2,-33.352858,115.994792,No,1.05,L,2
380,FRK050,LKL17,-34.671507,116.653107,No,1.05,L,2
366,FRK050,LJL1,-34.686866,116.596309,No,1.05,L,2
55,DON051,GJL5,-34.1514,115.89487,Yes,1.05,L,2
213,DON096,MJL4,-34.15777,116.64747,No,1.08,L,2
103,DON076,YJL9,-34.19061,116.23758,No,1.08,L,2
96,DON076,YJL2,-34.19463,116.26242,No,1.1,L,2
622,WTN085,WJU1,-33.335719,116.020158,No,1.14,L,2
77,DON051,GKLb,-34.19172,115.89947,No,1.15,L,2
45,DON051,GJEx8,-34.16185,115.95126,No,1.16,L,2
208,DON096,MJL1,-34.16526,116.66983,No,1.17,L,2
76,DON051,GKLa,-34.19393,115.89804,No,1.18,L,2
97,DON076,YJL3,-34.19274,116.27421,No,1.18,L,2
102,DON076,YJL8,-34.20677,116.26207,No,1.19,L,2
558,WTN028,YHL6,-33.468784,116.267417,Yes,1.21,L,2
520,WTN006,GJL1,-33.390526,115.973099,No,1.24,L,2
57,DON051,GJLa,-34.19682,115.89602,No,1.24,L,2
68,DON051,GKEx4,-34.17511,115.88249,No,1.24,L,2
209,DON096,MJL10,-34.17535,116.64165,No,1.25,L,2
524,WTN006,GJL5,-33.367138,115.945706,No,1.26,L,2
56,DON051,GJL9,-34.13981,115.97298,No,1.27,L,2
539,WTN028,YEJL3,-33.19449,116.24505,No,1.28,L,2
215,DON096,MJL6,-34.1743,116.65232,No,1.29,L,2
53,DON051,GJL3,-34.20098,115.91468,No,1.3,L,2
212,DON096,MJL3a,-34.16124,116.63403,No,1.31,L,2
52,DON051,GJL1,-34.16708,115.951,No,1.33,L,2
359,FRK050,LHM4,-34.672276,116.696289,No,1.33,L,2
95,DON076,YJL10,-34.18055,116.29528,No,1.35,L,2
354,FRK050,LHL6,-34.662795,116.661036,No,1.36,L,2
99,DON076,YJL5,-34.19958,116.29437,No,1.36,L,2
604,WTN085,WJL1,-33.352954,115.994538,No,1.37,L,2
67,DON051,GKEx3,-34.17923,115.88704,No,1.37,L,2
100,DON076,YJL6,-34.20825,116.29603,No,1.38,L,2
222,DON096,MJM2,-34.16416,116.62945,No,1.39,L,2
525,WTN006,GJL6,-33.368019,115.945401,No,1.39,L,2
101,DON076,YJL7,-34.21749,116.28165,No,1.41,L,2
531,WTN006,GJM7,-33.367857,115.944169,No,1.41,L,2
217,DON096,MJL8,-34.16174,116.66736,No,1.42,L,2
60,DON051,GJM4,-34.16722,115.88858,No,1.45,M,2
41,DON051,GExK10,-34.15976,115.95334,No,1.46,M,2
128,DON078,CJL10,-34.22416,116.35781,No,1.46,M,2
61,DON051,GJM9,-34.14027,115.97369,No,1.47,M,2
130,DON078,CJL4,-34.22415,116.36611,No,1.47,M,2
608,WTN085,WJL21,-33.34564,116.00831,No,1.48,M,2
108,DON076,YJM4,-34.19699,116.28139,No,1.5,M,2
529,WTN006,GJM4,-33.386197,115.945448,No,1.5,M,2
521,WTN006,GJL2,-33.389756,115.973114,No,1.52,M,2
587,WTN028,YNJL8,-33.126464,116.284756,No,1.52,M,2
62,DON051,GJMa,-34.19767,115.89772,No,1.54,M,2
133,DON078,CJL9,-34.22196,116.35978,No,1.55,M,2
66,DON051,GKEx13,-34.15532,115.93569,No,1.56,M,2
606,WTN085,WJL17,-33.349208,116.002993,No,1.59,M,2
44,DON051,GJEx12,-34.15733,115.95184,No,1.59,M,2
584,WTN028,YNJL5,-33.126426,116.238679,No,1.61,M,2
586,WTN028,YNJL7,-33.18893,116.17192,No,1.64,M,2
39,DON051,GExJ6,-34.12778,115.93475,No,1.66,M,2
112,DON076,YJM8,-34.20795,116.26549,No,1.66,M,2
379,FRK050,LKL16,-34.673892,116.649167,No,1.67,M,2
138,DON078,CJM7,-34.22106,116.36984,No,1.68,M,2
373,FRK050,LKH9,-34.705683,116.635626,No,1.68,M,2
74,DON051,GKL10,-34.13135,115.98281,No,1.7,M,2
80,DON051,GKM4,-34.14442,115.9096,No,1.7,M,2
224,DON096,MJM4,-34.15879,116.64836,No,1.7,M,2
132,DON078,CJL7,-34.22094,116.36631,No,1.71,M,2
135,DON078,CJM10,-34.22506,116.35782,No,1.72,M,2
347,FRK050,LHH4a,-34.672306,116.696817,No,1.74,M,2
98,DON076,YJL4,-34.19837,116.28297,No,1.75,M,2
609,WTN085,WJL23,-33.343889,116.00455,No,1.76,M,2
540,WTN028,YEJL4,-33.18979,116.24986,No,1.79,M,2
617,WTN085,WJM19,-33.34695,116.008041,No,1.79,M,2
131,DON078,CJL5,-34.22319,116.36956,No,1.79,M,2
127,DON078,CJL1,-34.22936,116.34929,No,1.81,M,2
129,DON078,CJL11,-34.22582,116.35314,No,1.82,M,2
582,WTN028,YNJL3,-33.145822,116.264611,No,1.82,M,2
105,DON076,YJM10,-34.18107,116.2947,No,1.82,M,2
581,WTN028,YNJL2,-33.15347,116.2625,No,1.83,M,2
612,WTN085,WJL5,-33.351703,115.994119,No,1.83,M,2
613,WTN085,WJL6,-33.351312,115.994005,No,1.83,M,2
109,DON076,YJM5,-34.1981,116.29159,No,1.83,M,2
601,WTN085,WJH19,-33.347212,116.007293,No,1.84,M,2
387,FRK050,LKL8,-34.705195,116.63621,No,1.84,M,2
59,DON051,GJM3,-34.19841,115.90673,No,1.85,M,2
390,FRK050,LKL9b,-34.705219,116.63494,No,1.85,M,2
563,WTN028,YHM6a,-33.16271,116.25588,No,1.86,M,2
223,DON096,MJM3,-34.16058,116.63543,No,1.87,M,2
360,FRK050,LHM6,-34.66282,116.661554,No,1.87,M,2
111,DON076,YJM7,-34.21682,116.27939,No,1.89,M,2
73,DON051,GKH7b,-34.12425,115.93839,No,1.89,M,2
107,DON076,YJM3,-34.19492,116.2721,No,1.9,M,2
614,WTN085,WJL9,-33.350056,115.996938,No,1.92,M,2
228,DON096,MJM8,-34.16243,116.66724,No,1.92,M,2
388,FRK050,LKL8b,-34.703846,116.636359,No,1.93,M,2
530,WTN006,GJM5,-33.385885,115.946396,No,1.93,M,2
526,WTN006,GJM1,-33.390222,115.972696,No,1.93,M,2
615,WTN085,WJM15,-33.354982,115.994617,No,1.94,M,2
528,WTN006,GJM3,-33.390799,115.972444,No,1.94,M,2
368,FRK050,LJM1,-34.686895,116.595281,No,1.94,M,2
81,DON051,GKM7,-34.12096,115.93917,No,1.95,M,2
78,DON051,GKM10,-34.1346,115.98065,No,1.97,M,2
137,DON078,CJM4,-34.22394,116.36586,No,1.97,M,2
104,DON076,YJM1,-34.18629,116.25686,No,1.97,M,2
82,DON051,GSH2,-34.19809,115.90484,No,1.98,M,2
162,DON079,EKL1b,-34.172056,115.851361,No,1.98,M,2
58,DON051,GJM1,-34.1651,115.95291,No,2.01,M,2
75,DON051,GKL10b,-34.1338,115.98083,No,2.01,M,2
113,DON076,YJM9,-34.1917,116.23972,No,2.02,M,2
54,DON051,GJL4,-34.17057,115.88876,No,2.02,M,2
72,DON051,GKH7,-34.12602,115.93813,No,2.02,M,2
621,WTN085,WJM8,-33.34982,115.994374,No,2.03,M,2
161,DON079,EKL1,-34.189972,115.879,No,2.03,M,2
537,WTN028,YEJL1,-33.19214,116.22884,No,2.05,H,2
616,WTN085,WJM16,-33.355216,115.99428,No,2.05,H,2
42,DON051,GExM1,-34.19825,115.90242,No,2.05,H,2
580,WTN028,YNJL12,-33.19004,116.31294,No,2.05,H,2
620,WTN085,WJM27,-33.349127,116.004566,No,2.06,H,2
591,WTN028,YNJM3,-33.1459,116.26103,No,2.06,H,2
541,WTN028,YEJL6,-33.179278,116.289105,No,2.07,H,2
598,WTN085,WJH12,-33.353084,115.998664,No,2.07,H,2
69,DON051,GKEx5,-34.1441,115.91212,No,2.08,H,2
400,FRK050,LKM8b,-34.703201,116.637338,No,2.09,H,2
227,DON096,MJM7,-34.20141,116.67958,No,2.09,H,2
88,DON076,YJH3,-34.19593,116.27279,No,2.1,H,2
399,FRK050,LKM8,-34.704167,116.637946,No,2.1,H,2
225,DON096,MJM5,-34.16738,116.65733,No,2.11,H,2
86,DON076,YJH10,-34.18093,116.29365,No,2.11,H,2
50,DON051,GJH9,-34.13959,115.97397,No,2.13,H,2
552,WTN028,YHH6,-33.16787,116.26928,No,2.14,H,2
164,DON079,EKM1b,-34.171333,115.851389,No,2.14,H,2
602,WTN085,WJH28,-33.344668,116.005477,No,2.14,H,2
122,DON078,CJH10,-34.22555,116.35773,No,2.15,H,2
527,WTN006,GJM2,-33.389896,115.97257,No,2.16,H,2
583,WTN028,YNJL4,-33.12136,116.2625,No,2.16,H,2
106,DON076,YJM2,-34.19665,116.26281,No,2.17,H,2
139,DON078,CJM9,-34.22159,116.36096,No,2.18,H,2
79,DON051,GKM2,-34.16311,115.94367,No,2.18,H,2
94,DON076,YJH9,-34.18948,116.23861,No,2.19,H,2
92,DON076,YJH7,-34.21852,116.2791,No,2.19,H,2
589,WTN028,YNJM12,-33.18844,116.31302,No,2.2,H,2
619,WTN085,WJM23,-33.344493,116.00454,No,2.2,H,2
596,WTN028,YNJM8,-33.12607,116.28245,No,2.2,H,2
134,DON078,CJM1,-34.22892,116.34894,No,2.21,H,2
219,DON096,MJM1a,-34.1647,116.61438,No,2.21,H,2
87,DON076,YJH2,-34.19752,116.26388,No,2.21,H,2
576,WTN028,YNJH6,-33.15335,116.22649,No,2.21,H,2
244,DON096,MWM4,-34.17006,116.67956,No,2.22,H,2
47,DON051,GJH1,-34.16484,115.95255,No,2.22,H,2
220,DON096,MJM1,-34.16588,116.66875,No,2.24,H,2
