"","id","Veg.Type","BURNID","OzCBI","dNBRmax","dNIRmax","di35max","dNDVImax","dNDWImax","RBRmax","Severity_class","predict","dif"
"109","SWC057-YaHU3","Perth","SWC057",0,0.162790697674419,8,-19,0.114063215758131,0.117724867724868,0.139879703455029,"U","H",3
"110","SWC057-YaTU1","Perth","SWC057",0,0.0795883361921098,2,-5,0.0569663692518875,0.0539657304363187,0.0668989868552142,"U","H",3
"111","SWC057-YaTL1","Perth","SWC057",1.02,0.340319911748483,18,-21.5,0.236141636141636,0.251987540099493,0.248708790223205,"M","VH",2
"112","SWC057-YaHL10","Perth","SWC057",1.18,0.455674760022586,27,-21,0.301851851851852,0.240601503759398,0.361110825225493,"M","VH",2
"113","SWC057-YaBL1","Perth","SWC057",1.21,0.0950384346610762,7,-7,0.107992515370222,0.0679546968687542,0.0838765263523394,"M","H",1
"114","SWC057-YaHL9","Perth","SWC057",1.24,0.115229110512129,7,-8.5,0.0729468599033817,0.0778734257930815,0.100030184546916,"M","H",1
"115","SWC057-YaHL3","Perth","SWC057",1.25,0.383299642357332,22,-14.5,0.221861471861472,0.242577675489068,0.306957372524588,"M","VH",2
"116","SWC057-YaBL15","Perth","SWC057",1.3,0.0948090948090948,5,-11.5,0.0767032967032967,0.0592673992673993,0.0891010111150488,"M","H",1
"117","SWC057-YaBL9","Perth","SWC057",1.44,0.340185676392573,23,-18.5,0.252220663861618,0.212212294643225,0.263819948285119,"H","VH",1
"118","SWC057-YaTL5","Perth","SWC057",1.5,0.165269774751179,14,-6,0.182708857407653,0.16090491339696,0.104077015011831,"H","H",0
"119","SWC057-YaHL13","Perth","SWC057",1.52,0.493675213675214,20,-19.5,0.3242781965581,0.267440805588315,0.385382680464648,"H","VH",1
"120","SWC057-YaBL12","Perth","SWC057",1.65,0.493675213675214,20,-19.5,0.3242781965581,0.267440805588315,0.385382680464648,"H","VH",1
"121","SWC057-YaBL7","Perth","SWC057",1.84,0.263157894736842,33,-10,0.159514089415513,0.144458544839256,0.208168533244515,"H","H",0
"122","SWC057-YaTL13","Perth","SWC057",1.98,0.203309692671395,12,-5,0.209819121447028,0.0836547733847637,0.142520255276978,"H","VH",1
"123","SWC057-YaHH10","Perth","SWC057",1.99,0.525925925925926,43,7.5,0.300798580301686,0.245730027548209,0.417315661092662,"H","VH",1
"124","SWC057-YaBM2a","Perth","SWC057",2.01,0.447475832438238,20,-29.5,0.28036454018227,0.254201680672269,0.348173177293359,"VH","VH",0
"125","SWC057-YaHM9","Perth","SWC057",2.23,0.512693498452012,23,-14,0.352316602316602,0.277217741935484,0.403191445329334,"VH","VH",0
"126","SWC057-YaBL2a","Perth","SWC057",2.27,0.201382402391183,13,-15.5,0.143186401613368,0.093209449441534,0.177730793244845,"VH","H",-1
"127","SWC057-YaBM13","Perth","SWC057",2.28,0.45812356979405,23,-26,0.300865800865801,0.244548215985855,0.35645799689123,"VH","VH",0
"128","SWC057-YaHM8","Perth","SWC057",2.31,0.524822695035461,22,-40.5,0.398085492655554,0.304434862950416,0.39332202975428,"VH","VH",0
"129","SWC057-YaTM13","Perth","SWC057",2.33,0.397731300957107,17,-12,0.320099875156055,0.239605355884426,0.265951079697385,"VH","VH",0
"130","SWC057-YaTM5","Perth","SWC057",2.35,0.365432098765432,18,-14.5,0.336996336996337,0.305415713196034,0.22825240397591,"VH","VH",0
"131","SWC057-YaHM1","Perth","SWC057",2.36,0.49412656309208,24,-19.5,0.305106940200786,0.256739811912226,0.394119757398737,"VH","VH",0
"132","SWC057-YaHM3","Perth","SWC057",2.38,0.467650811007837,22,-22.5,0.306941838649156,0.256971738723563,0.374626596123184,"VH","VH",0
"133","SWC057-YaTH13","Perth","SWC057",2.41,0.734412081984897,28,-22.5,0.481395348837209,0.450711102972594,0.485686585190982,"VH","VH",0
"134","SWC057-YaBH2a","Perth","SWC057",2.43,0.603296455181757,20,-38.5,0.312393887945671,0.317859952793076,0.462890058933596,"VH","VH",0
"135","SWC057-YaTH1","Perth","SWC057",2.45,0.547826086956522,28,-30.5,0.32156211051101,0.298184485604255,0.406150275601973,"VH","VH",0
"136","SWC057-YaBM1","Perth","SWC057",2.52,0.647415329768271,24,-21,0.423091676256233,0.390625,0.450754007702036,"VH","VH",0
"137","SWC057-YaTM1","Perth","SWC057",2.52,0.504543409806568,16,-29.5,0.346527068437181,0.340852130325815,0.357445273363093,"VH","VH",0
"138","SWC057-YaHH8","Perth","SWC057",2.53,0.702896776825785,21,-35,0.442983504661726,0.430936819172113,0.490651337657148,"VH","VH",0
"139","SWC057-YaHH9","Perth","SWC057",2.53,0.601294653560297,26,-14,0.402255639097744,0.319906292705147,0.461354140625819,"VH","VH",0
"140","SWC057-YaHH3","Perth","SWC057",2.6,0.597296508800934,30,-23,0.360532150776053,0.367032967032967,0.445192375366611,"VH","VH",0
"141","SWC057-YaBH9","Perth","SWC057",2.61,0.580410197431474,30,-20,0.333333333333333,0.343176052765094,0.439655088550281,"VH","VH",0
"142","SWC057-YaBH15","Perth","SWC057",2.63,0.616849816849817,23,-47,0.353476519839825,0.31785944551902,0.459766349143945,"VH","VH",0
"143","SWC057-YaBL8","Perth","SWC057",2.68,0.246760563380282,25,-18,0.200364298724954,0.140512991497773,0.218805809843764,"VH","H",-1
"144","SWC057-YaHM12","Perth","SWC057",2.69,0.555378908320085,19,-27,0.395577395577396,0.325005270925575,0.428825064333989,"VH","VH",0
"145","SWC057-YaBM8","Perth","SWC057",2.7,0.438000552333609,15,-31.5,0.275220490515887,0.225026935508696,0.348753776974818,"VH","VH",0
"146","SWC057-YaBH1","Perth","SWC057",2.72,0.772065313327449,28,-25.5,0.473072215422277,0.514606187600148,0.492017753699203,"VH","VH",0
"147","SWC057-YaHH1","Perth","SWC057",2.75,0.314503816793893,18,-21,0.207586206896552,0.199746353836398,0.261868290419561,"VH","VH",0
"148","SWC057-YaHH12","Perth","SWC057",2.84,0.627168696936139,23,-33.5,0.403225806451613,0.347799879445449,0.472770611087319,"VH","VH",0
"149","SWC057-YaHH27","Perth","SWC057",2.9,0.374357719598728,33,-10.5,0.154440154440154,0.176483762597984,0.316895698026983,"VH","VH",0
"150","SWC057-CaraWestContol_CBI1","Perth","SWC057",1.835416667,0.279312920089619,10,-14.5,0.207195203197868,0.156790577843209,0.226757507098298,"H","VH",1
"151","SWC057-CaraWestPB_ub1","Perth","SWC057",0,0.183006535947712,9,-12.5,0.13691026827012,0.14247311827957,0.141304951224559,"U","H",3
"152","SWC057-CaraWestPB_pb2","Perth","SWC057",1.441666667,0.203612479474548,12,-15,0.152951503181918,0.136127744510978,0.164323510586277,"H","H",0
"153","SWC057-CaraWestPB_pb4","Perth","SWC057",1.765625,0.260168697282099,16,-17.5,0.198620689655172,0.173214285714286,0.203359981597973,"H","H",0
"154","SWC057-CaraWestPB_pb6","Perth","SWC057",1.755208333,0.627996749288907,33,-23.5,0.38655462184874,0.396621731362677,0.444114172543888,"H","VH",1
"155","SWC057-CaraWestPB_hs2_north","Perth","SWC057",2.547916667,0.310047095761381,19,-25.5,0.238402457757296,0.208304011259676,0.24408721885169,"VH","VH",0
"156","SWC057-CaraWestPB_hs2_south","Perth","SWC057",2.735416667,0.453923034547887,24,-31,0.290345313601128,0.265024630541872,0.354807403491986,"VH","VH",0
"157","SWC057-CaraWestContol_plot2","Perth","SWC057",2.525,0.368843069873998,22,-21,0.254425546685179,0.205066879262999,0.293027492712989,"VH","VH",0
"158","SWC057-CaraWestContol_plot4","Perth","SWC057",2.754166667,0.482142857142857,28,-26.5,0.308527131782946,0.263763066202091,0.372983128269358,"VH","VH",0
"159","SWC057-CaraWestPB_ub1a","Perth","SWC057",0.1025,0.12987012987013,5,-10,0.105286246983988,0.0963944076526858,0.103223675382186,"L","H",2
"160","SWC057-WilbingaRd_CaraPB1","Perth","SWC057",2.833333333,0.330578512396694,24,-21,0.24780701754386,0.23239794919964,0.259536338331571,"VH","VH",0
"161","SWC057-WilbingaRd_CaraPB17.1","Perth","SWC057",2.6,0.426629230087188,21,-27.5,0.282017687520472,0.258720930232558,0.341706665599844,"VH","VH",0
"162","SWC057-WilbingaRd_CaraPB17.2","Perth","SWC057",2.833333333,0.528153955808981,12,-55.5,0.394500561167228,0.331885986413614,0.391565644315719,"VH","VH",0
"163","SWC057-WilbingaRd_CaraPB17.3","Perth","SWC057",2.045625,0.250505050505051,16,-17.5,0.191666666666667,0.149110807113543,0.208580391761075,"VH","H",-1
"164","SWC057-WilbingaRd_CaraPB17.4","Perth","SWC057",2.625,0.526881720430108,11,-34,0.367845117845118,0.32583427071616,0.394865141466481,"VH","VH",0
"165","SWC057-WilbingaRd_CaraWF1","Perth","SWC057",2.555,0.422842821339062,19,-24.5,0.295698924731183,0.269745649263722,0.304476160496319,"VH","VH",0
"166","SWC057-WilbingaRd_CaraWF2","Perth","SWC057",1.85,0.25531914893617,16,-11.5,0.207751937984496,0.199538434226877,0.173794661607311,"H","H",0
"167","SWC057-Yanch01_CBI1","Perth","SWC057",1.985416667,0.543998244459074,23,-25,0.406214039125432,0.353604180542036,0.371744591820989,"H","VH",1
"168","SWC057-Yanch01_CBI2","Perth","SWC057",0,0.0178571428571428,2,-5,0.0647650222118307,0.0371078197165154,0.0161144772463581,"U","L",1
"169","SWC057-Yanch01_CBI3","Perth","SWC057",1.311666667,0.0856846113899948,4,-8,0.0847367014167335,0.0814569536423841,0.0769018407814967,"M","H",1
"170","SWC057-Yanch01_CBI4","Perth","SWC057",2.253333333,0.437761621502534,14,-17,0.300180831826401,0.281573498964803,0.341494660429362,"VH","VH",0
"171","SWC057-Yanch01_CBI5","Perth","SWC057",2.453333333,0.355392156862745,21,-18.5,0.23033389926429,0.183713514839343,0.270316624658842,"VH","VH",0
"172","SWC057-Yanch02_CBI1","Perth","SWC057",2.916666667,0.651515151515151,27,-23.5,0.339031339031339,0.339676113360324,0.493878207336963,"VH","VH",0
"173","SWC057-Yanch02_plot1","Perth","SWC057",2.958333333,0.620648259303721,27,-19.5,0.359224881941052,0.344064386317907,0.467520864361979,"VH","VH",0
"174","SWC057-Yanch02_plot2","Perth","SWC057",2.891666667,0.639414163885799,24,-18,0.347903340440654,0.361151986546143,0.487050995891487,"VH","VH",0
"175","SWC057-Yanch02_plot3","Perth","SWC057",2.958333333,0.630073305918112,21,-21,0.344611528822055,0.329994827667278,0.477274410981212,"VH","VH",0
"176","SWC057-Yanch02_plot4","Perth","SWC057",3,0.623758865248227,23,-21,0.355592377796189,0.34350705441981,0.464997012810549,"VH","VH",0
"177","SWC057-Yanch02_plot6","Perth","SWC057",2.916666667,0.546859520507232,25,-28,0.286825817860301,0.270902750871755,0.431854123432358,"VH","VH",0
"178","SWC057-Yanch02_plot7","Perth","SWC057",2.916666667,0.554042553191489,24,-35,0.289241622574956,0.275286757038582,0.448601994935139,"VH","VH",0
"179","SWC057-Yanch05_CBI1","Perth","SWC057",2.85,0.613763285894433,21,-23.5,0.364823084850567,0.339554485249849,0.465084469413973,"VH","VH",0
"180","SWC057-Yanch05_CBI2","Perth","SWC057",2.75,0.708386009270965,26,-27,0.383686488949647,0.396326840966251,0.512597987481144,"VH","VH",0
"181","SWC057-Yanch05_CBI3","Perth","SWC057",2.708333333,0.722408963585434,30,-26.5,0.375565610859728,0.402317128577919,0.513891407313239,"VH","VH",0
"182","SWC057-Yanch05_CBI4","Perth","SWC057",2.835,0.672173913043478,27,-31,0.502748625687156,0.546078431372549,0.406596007679562,"VH","VH",0
"183","SWC057-Yanch05_CBI5","Perth","SWC057",2.82,0.525931164545026,18,-26.5,0.427644644512114,0.437976437976438,0.329481651962816,"VH","VH",0
"184","SWC057-Yanch05_plot1","Perth","SWC057",2.825,0.616638370118846,21,-22.5,0.359853121175031,0.304542486708329,0.46457548008478,"VH","VH",0
"185","SWC057-Yanch05_plot2","Perth","SWC057",2.775,0.538338016860698,21,-38.5,0.285178236397749,0.259773576487647,0.428504188061253,"VH","VH",0
"186","SWC057-Yanch05_plot3","Perth","SWC057",2.908333333,0.557333970377449,25,-28.5,0.292105263157895,0.276942355889724,0.4368761687327,"VH","VH",0
"187","SWC057-Yanch05_plot4","Perth","SWC057",2.875,0.669390320553111,20,-24.5,0.414228963524738,0.395969311805794,0.487505441522006,"VH","VH",0
"188","SWC057-Yanch05_plot5","Perth","SWC057",2.64375,0.567637540453074,21,-37,0.30689928628073,0.266978922716628,0.447781388735005,"VH","VH",0
"189","SWC057-Yanch05_plot6","Perth","SWC057",2.5375,0.514638560630257,21,-33.5,0.285164835164835,0.250668449197861,0.412267631455935,"VH","VH",0
"190","SWC057-Yanch05_plot7","Perth","SWC057",2.508333333,0.492727272727273,24,-25.5,0.252941176470588,0.251470588235294,0.386838912283206,"VH","VH",0
"191","SWC057-Yanch09_CBI1","Perth","SWC057",1.875,0.308464601003981,15,-32.5,0.227106227106227,0.156790577843209,0.255235880492889,"H","VH",1
"192","SWC057-Yanch09_CBI2","Perth","SWC057",1.2775,0.203966475811136,19,-14.5,0.164355062413315,0.0929839391377853,0.167918529591132,"M","H",1
"193","SWC057-Yanch09_CBI3","Perth","SWC057",0,0.000465983224603894,3,-3.5,0.0466666666666667,0.0276094276094276,0.000391367068652812,"U","M",2
"194","SWC057-Yanch09_CBI4","Perth","SWC057",1.975,0.329939668174962,18,-29,0.222727272727273,0.157253484770263,0.281020486554053,"H","VH",1
"195","SWC057-Yanch09_CBI5","Perth","SWC057",1.645,0.228282828282828,18,-18,0.184824159021407,0.111259160559627,0.187242644926636,"H","H",0
"196","SWC057-Yanch09_CBI6","Perth","SWC057",1.559375,0.132822477650064,12,-14.5,0.116573396470082,0.0635386119257087,0.10996179884815,"H","H",0
"197","SWC057-Yanch91_CBI1","Perth","SWC057",2.686666667,0.635903426791277,26,-22.5,0.420269961107298,0.414950419527079,0.435749264589729,"VH","VH",0
"198","SWC057-Yanch91_plot1","Perth","SWC057",2.213333333,0.452660550458716,19,-31,0.303613053613054,0.260950317288345,0.358969508690496,"VH","VH",0
"199","SWC057-Yanch91_plot3","Perth","SWC057",2.546666667,0.600517001391927,23,-17,0.35,0.36188622106857,0.427336579487646,"VH","VH",0
"200","SWC057-Yanch91_plot6","Perth","SWC057",2.581666667,0.521935483870968,21,-21,0.321319130307894,0.288653282201669,0.407443781320037,"VH","VH",0
"201","SWC057-ub1","Perth","SWC057",0,0.0283505154639175,2,-5,0.0634746922024624,0.0587529976019185,0.0221600844500673,"U","H",3
"202","SWC057-ub2","Perth","SWC057",0,0.018018018018018,1,-5.5,0.0473469387755102,0.048625135932888,0.0149130198119468,"U","L",1
"203","SWC057-ub3","Perth","SWC057",0,0.0237986270022884,2,-5.5,0.0654646324549237,0.0532732779374078,0.0184778186224431,"U","H",3
"204","SWC057-ub4","Perth","SWC057",0,0.0202020202020202,3,-3,0.0499283325370282,0.0501511834011052,0.0149143543203156,"U","M",2
"205","SWC057-ub5","Perth","SWC057",0,0.0282828282828283,2,-5,0.0629274965800273,0.0548098434004474,0.0235493990697988,"U","H",3
"206","SWC057-ub6","Perth","SWC057",0,0.0296022201665125,0,-2.5,0.0513368983957219,0.0144730890999548,0.0212613141751175,"U","M",2
"207","SWC057-ub7","Perth","SWC057",0,0.0133161512027491,1,-5,0.0640826873385013,0.034918102032196,0.0103013031480782,"U","M",2
"208","SWC057-ub8","Perth","SWC057",0,0.0169491525423729,2,-4.5,0.0315640980426733,0.0436345155552329,0.0136875675823649,"U","L",1
"209","SWC057-ub9","Perth","SWC057",0,0.0334746960701159,1,-10,0.0502421307506054,0.0480738850407097,0.0296034265966286,"U","M",2
"210","SWC057-ub10","Perth","SWC057",0,0.0599250936329588,4,-5.5,0.0808641975308642,0.0908817695497986,0.0429799042085385,"U","M",2
"211","SWC057-ub11","Perth","SWC057",0,0.0231481481481481,-1,-12,0.0757575757575758,0.0578231292517007,0.0201437457698134,"U","H",3
"212","SWC057-ub12","Perth","SWC057",0,0.0227513227513227,3,-3,0.049645390070922,0.0451376786336703,0.0188854094839891,"U","M",2
"213","SWC057-ub13","Perth","SWC057",0,-0.0182075204975968,3,-1,0.0189663347558084,0.019817439346625,-0.0165930756889025,"U","U",0
"214","SWC057-ub14","Perth","SWC057",0,0.119298245614035,7,-11.5,0.1414708886619,0.177681110925213,0.0820691070157018,"U","H",3
"215","SWC057-ub15","Perth","SWC057",0,0.0262591963780419,0,-5.5,0.0499282639885222,0.0467153284671533,0.0210357666970265,"U","L",1
"216","SWC057-ub16","Perth","SWC057",0,0.031003100310031,3,-5.5,0.0797312430011199,0.0731997722213594,0.0211430924255281,"U","H",3
"217","SWC057-ub17","Perth","SWC057",0,0.027445855115758,2,-5,0.0605209397344229,0.0520430107526882,0.0233765391145158,"U","M",2
"218","SWC057-ub18","Perth","SWC057",0,0.0282869785082174,1,-4.5,0.0473469387755102,0.0382853149025394,0.0236231030252353,"U","L",1
"219","SWC057-ub19","Perth","SWC057",0,0.0709219858156028,4,-8.5,0.0919540229885058,0.121919302071974,0.0504691103809913,"U","M",2
"220","SWC057-ub20","Perth","SWC057",0,-0.0213324007693653,1,-3.5,0.021279479533749,0.00642974047229367,-0.0179419178939601,"U","U",0
